transaction_id,iso_anomaly_score,top_feature,top_shap_value
4538c175-6cfd-4fa2-aaa2-17f044bc1d5b,-0.09382913434822004,amount_scaled,-0.008441680335142338
196993bb-9b5c-446a-83d8-6fe4172da72b,-0.12392434524906953,amount_scaled,0.021653530565707152
0968cf94-9840-4bdc-860c-9b7ab9356a4b,-0.09283023713324673,amount_scaled,-0.009440577550115653
37826110-d2ab-41d0-bea8-ec2626ec7425,-0.11361776457069372,amount_scaled,0.011346949887331342
528585fa-39f1-43f5-8e8c-fbdd328c8ead,-0.12376458418217212,amount_scaled,0.02149376949880974
7bb60745-dc7e-4ffc-a368-42f6c16a2961,-0.13261913549048837,amount_scaled,0.03034832080712599
8ad7eeee-1ab5-43dc-a04b-acdb1f9e6aab,-0.05459890930813416,amount_scaled,-0.047671905375228224
aa45a3ba-4d9d-4d98-8afd-1e3bf4787c7e,-0.1259012185947595,amount_scaled,0.02363040391139712
d8ebc0fc-922b-4b92-ab04-722cbbe2de9b,-0.09590718056085296,amount_scaled,-0.006363634122509426
0d6e7393-34f1-4574-997f-b6703d0b5651,-0.0921801417616554,amount_scaled,-0.010090672921706983
a054ea48-47b9-47a0-8ba3-c1ab56cae4d9,-0.12881096078510368,amount_scaled,0.026540146101741297
805e2ab7-55e3-48c8-8b2e-128b385505db,-0.13714537606142946,amount_scaled,0.034874561378067076
74870bc3-986a-4aee-b0a4-3fe25cc02a30,-0.11052325939404911,amount_scaled,0.00825244471068673
b5913300-93fc-47fd-8d66-23c305901273,-0.025889126513960248,amount_scaled,-0.07638168816940213
ce8131d5-42f3-4736-b787-ce13482727b9,-0.13225254568391043,amount_scaled,0.029981731000548045
3d9a4c35-8de2-41fe-823c-9ace8678c342,-0.1205326509993987,amount_scaled,0.018261836316036312
8cd2290d-6508-49e4-b457-48c88267fa0b,-0.13101781877658203,amount_scaled,0.028747004093219647
06da8aab-4bbf-4077-b15b-f63b8a14c41a,-0.09589820181343134,amount_scaled,-0.006372612869931044
49c55bfa-4852-42e9-991d-912b5be47010,-0.12281840078937811,amount_scaled,0.02054758610601573
763306bb-ab76-4747-b66d-35f83d543b09,-0.11225897255395811,amount_scaled,0.009988157870595732
eaa15e78-d506-413b-9ca3-bbf3f66878b5,-0.13073676415881935,amount_scaled,0.02846594947545697
7388ccc1-8683-4a49-a464-082de046f865,-0.10722106003877047,amount_scaled,0.004950245355408084
17ba545b-b9bb-4372-9b67-9be3b6016a43,-0.13236218447691506,amount_scaled,0.030091369793552675
c0e15120-c02c-4538-8813-e3c4f2fea78b,-0.1320971222221361,amount_scaled,0.029826307538773716
d6053bd1-21b5-46f4-bdae-7eab9ab305e8,-0.13971080915411477,amount_scaled,0.037439994470752386
0b7954c7-3a81-4f9d-a1af-0dbcb0f9f879,-0.09424838383708062,amount_scaled,-0.008022430846281764
0eb435d0-d65a-4425-ab74-91f12a8aedbb,-0.12666658427884336,amount_scaled,0.02439576959548098
173edf1c-d7d1-44fd-8fa0-58f4ee9966f2,-0.09530081154647291,amount_scaled,-0.006970003136889474
bbd32c3a-d76e-4a04-b697-3262e2627c99,-0.13116760051085524,amount_scaled,0.02889678582749286
50651884-749e-44a4-85f0-2c6fd1971bc7,-0.12127195587925388,amount_scaled,0.019001141195891497
44b96810-1e5b-4c6a-9ceb-bd82a7f269e0,-0.12786864493188915,amount_scaled,0.02559783024852677
05c60ff9-c917-48e3-bbb9-164a68b698c9,-0.12665894308585351,amount_scaled,0.024388128402491133
453f1eca-8363-480c-807f-ac8dcf20ff63,-0.11365106743797354,amount_scaled,0.011380252754611159
fd58502c-11c9-4624-8ba0-0928e4254fce,-0.11298377258280173,amount_scaled,0.010712957899439352
2bf67ff6-7c82-42f5-aba9-b4e2b823a216,-0.11075711337819805,amount_scaled,0.008486298694835664
fa02c422-5505-4fea-8f0c-fc330384a59b,-0.12676811972787183,amount_scaled,0.02449730504450945
9c9c6ada-b580-4ea1-82aa-9a634418f2a9,-0.11767497922196035,amount_scaled,0.01540416453859797
c5689bcf-ae04-44cf-b52d-d60c5e189a60,-0.10139711976203525,amount_scaled,-0.0008736949213271339
31fef808-b3b0-4556-a131-b429582622ce,-0.1300804492365571,amount_scaled,0.027809634553194712
e2ba07b4-e9eb-4b89-977f-89d1b08d44b2,-0.12450911805115666,amount_scaled,0.022238303367794282
